subject;questionType;id;completed;question;answers/0;answers/1;answers/2;answers/3;answers/4;answers/5;answers/6;answers/7;answers/8;answers/9;answers/10;answers/11;answers/12;answers/13;answers/14;answers/15;answers/16;answers/17;answers/18;answers/19;correct/0;correct/1;correct/2;correct/3;correct/4;correct/5;correct/6;correct/7;correct/8;correct/9;correct/10;correct/11;correct/12;correct/13;correct/14;correct/15;correct/16;correct/17;correct/18;correct/19;title/0;title/1;title/2;title/3;title/4;title/5;title/6;title/7;title/8;title/9;;;;;;;;;;;;;;;;;;;;;;;;;;
Controlling;SC;1125;false;Ein Unternehmen mit 40% Eigenkapital hat einen Betafaktor in Höhe von 1,7. Der risikolose Habenzins beträgt 3%, der Sollzins 9%. Die Risikoprämie am Markt liegt bei 5%, der Steuersatz bei 35%. Berechne die WACC.;10,03 %;9,24 %;7,62 %;8,11 %;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Controlling;SC;1126;false;Der ROI eignet sich besonders für produzierende Unternehmen als Steuerungsgröße, da das operative Ergebnis in Relation zum eingesetzten Kapital dargestellt wird.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Controlling;SC;1127;false;Aus welchen zwei Kennzahlen setzt sich der ROI multiplikativ zusammen?;Verschuldungsgrad und Investitionsquote;Umsatzrendite und Kapitalumschlag;Abschreibungsquote und Nettoinvestitionsquote;Eigenkapitalquote und Dividendenrendite;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Controlling;MC;1128;false;Ein Unternehmen erwirtschaftet jährlich einen Gewinn von 15 Mio €. Dabei beträgt der Umsatz 300 Mio €, die Bilanzsumme 420 Mio €. Welche der folgenden Aussagen sind korrekt?;Der Kapitalumschlag beträgt 14 %.;Die Umsatzrendite beträgt 5 %.;Der ROI beträgt 3,58 %.;Der Kapitalumschlag beträgt 71 %.;Die Umsatzrendite beträgt 200 %.;Der ROI beträgt 28 %.;;;;;;;;;;;;;;;0;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Controlling;SC;1129;false;Ein Unternehmen erwirtschaftet ein NOPAT in Höhe von 50 Mio €. Dabei beträgt die Bilanzsumme 250 Mio €, die WACC betragen 8%. Berechne den EVA;15 Mio €;20 Mio €;25 Mio €;30 Mio €;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Controlling;TL;1130;false;Ordne den Begriffen jeweils ihre passende Übersetzung zu.;Sales;Revenue;Earnings;Reporting;Cash Flow;Budgeting;Planning;Weighted Average Capital Cost;Strategic ;Operating;;;;;;;;;;;4;6;1;8;5;2;9;10;3;7;;;;;;;;;;;Ergebnis;Budgetierung;Strategisch;Absatz;Kapitalfluss;Umsatz;Operativ;Berichtswesen;Planung;Gewichtete durchschnittliche Kapitalkosten;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1131;false;Eine Zeile wird auch Attribut genannt und eine Spalte Tupel.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;MC;1132;false;Welche der Begriffe sind Datenbanktypen?;Hierarchische Datenbanken;ISO/OSI-Datenbanken;Netzwerk-Datenbanken;Relationale Datenbanken;Objektorientierte Datenbanken;XML-Datenbanken;Algebra-Datenbank;;;;;;;;;;;;;;1;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1133;false;Welcher Datenbanktyp wird am häufigsten verwendet?;Objektorientierte Datenbanken;Relationale Datenbanken;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1134;false;Es besteht eine Unverträglichkeit zwischen objektorientierten Programmiersprachen und dem Konzept der relationalen Datenbanken. Diese wird als Object-Relational Impedance Mismatch bezeichnet.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1135;false;O/R Mapper...;... mappen Objekte auf Relationen.;...mappen objektorientierte Datenbanken auf Relationenschemata.;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1136;false;SQL ist eine deskriptive Sprache.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;MC;1137;false;Welches Verhalten kann man für Löschoperationen und Updates festlegen?;Cascade;Set null;Set default;No action;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1138;false;Mit welchem Schlüsselwort kann die Eindeutigkeit eines Wertes sichergestellt werden?;CHECK;UNIQUE;ONLY;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;MC;1139;false;Bei welchen der folgenden Funktionen handelt es sich um Aggregatfunktionen?;PLUS;MINUS;AVG;COUNT;MAX;MIN;SUM;DIVIDE;;;;;;;;;;;;;0;0;1;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;MC;1140;false;Alle Kundennamen (Vor- und Nachname) aus der Relation 'Kunde' sollen ausgegeben werden. Kein Kundenname soll doppelt ausgegeben werden.;"SELECT DISTINCT Vorname, Nachname; FROM Kunde;";"SELECT Vorname, Nachname FROM Kunde;";"SELECT DISTINCT Vorname, Nachname FROM Kunde;";;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;DD;1141;false;Ordne die Begriffe der Data Definition Language (DDL ) oder der Data Manipulation Language (DML) zu.;Create;Alter;Insert;Drop;Update;Delete;;;;;;;;;;;;;;;2;2;1;2;1;1;;;;;;;;;;;;;;;DML;DDL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1142;false;Beziehungen zweiten Grades werden als duale Beziehungen bezeichnet.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1143;false;Rekursive Beziehungen sind erlaubt.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1144;false;Kardinalitäten werden auch als look-around-Kardinalitäten bezeichnet.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1145;false;Die Beziehung is-a stellt eine Aggregation dar und die part-of-Beziehung eine Generalisierung.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1146;false;Schwache Entitäten können nicht ohne ihre Eigentümerentität existieren.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;OD;1147;false;Bringe die Speichersysteme bezüglich Kosten/Byte und Geschwindigkeit (absteigend) sowie Zugriffszeit und Speicherkapazität (aufsteigend) in die richtige Reihenfolge.;Main memory;Register/cache;Mangetic disk;Optical disk;Magnetic tape;Flash memory;;;;;;;;;;;;;;;1;4;5;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1148;false;Wie werden Daten in den Hauptspeicher übertragen?;Blockweise;Seitenweise;Je ein Datensatz;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;MC;1149;false;Welche Anomalien können auftreten?;Löschanomalien;Updateanomalien;Einfügeanomalien;Cascadeanomalien;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1150;false;Was versteht man unter einem Primärschlüssel?;Primärschlüssel einer Relation, der in einer anderen Relation platziert wird, um so eine Beziehung zwischen den Relationen herzustellen.;Genau ein Kandidatenschlüssel wird als diese Art von Schlüssel festgelegt.;Ein Schlüssel, der künstlich zur Relation hinzugefügt wird, um als Primärschlüssel zu fungieren.;Eine Menge von non-null Attributen, von der die gesamt Attributmenge funktional abhängig ist.;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1151;false;Bei welcher Art der Datensatzspeicherung werden Datensätze als Key-Value-Paare gespeichert?;Fixlängen-Speicherung;Speicherung in variabler Länge;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1152;false;Wann muss die Organisationsform »Spanned« verwendet werden?;bfr=100;bfr=10;bfr=1;bfr=0;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;MC;1153;false;Aus welchen Operationen setzt sich die Löschoperation bei B-Bäumen zusammen?;Rotation;Turn ;Merge;Spin;Delete;Insert;;;;;;;;;;;;;;;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1154;false;Die Ordnung eines B-Baumes in einem Computersystem kann nicht beliebig erhöht werden, da ein Knoten einem Block/einer Seite entspricht und Blöcke in einem Computersystem durch eine feste Größe begrenzt sind.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1155;false;Wofür steht HANA?;High Performance Analytic Application;High Performance Analytic Appliance;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1156;false;Was unterscheidet HANA von anderen relationalen Datenbanken (Oracle, MS-SQL, etc.)?;HANA arbeitet spaltenorientiert, andere relationale Datenbanken arbeiten zeilenorientiert;HANA arbeitet zeilenorientiert, andere relationale Datenbanken arbeiten spaltenorientiert;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;SC;1157;false;HANA ist eine In-Memory-Datenbank.;Wahr ;Falsch ;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datenbanken;TL;1158;false;Ordne den englischen Begriff dem Deutschen zu.;Row;Column;Attribute;Entity;Relationship;Relational Database;Table;Atomicity;Normal Form;Foreign Key;Consistency;Query;Isolation;Composite Key;Primary Key;Durability;Database;Candidate Key;Surrogate Key;Referential Integrity;3;6;7;15;10;9;14;4;20;18;5;1;12;2;16;19;13;8;17;11;Abfrage;Zusammengesetter Schlüssel;Zeile;Atomarität;Konsistenz;Spalte;Attribut;Kandidatenschlüssel;Relationale Datenbank;Beziehung;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;DD;1159;false;Investition oder Finanzierung?;Kauf einer Maschine;Aufnahme einer zweiten Hypothek;Emission von jungen Aktien;Kauf von Unternehmensanleihen;Durchführen einer Kapitalerhöhung;Einbehaltung von Unternehmensgewinn;Erweiterung des Fuhrparks;Mitarbeiter werden geschult;;;;;;;;;;;;;1;2;2;1;2;2;1;1;;;;;;;;;;;;;Investition;Finanzierung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;DD;1160;false;Eigenfinanzierung oder Fremdfinanzierung?;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;;;;;;;;;;;1;2;2;2;1;1;2;1;2;2;;;;;;;;;;;Eigenfinanzierung;Fremdfinanzierung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;DD;1161;false;Innenfinanzierung oder Außenfinanzierung?;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;Abschreibung;;;;;;;;;;;1;2;1;2;1;1;2;1;2;2;;;;;;;;;;;Innenfinanzierung;Außenfinanzierung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;MC;1162;false;Welche der folgenden Aussagen sind korrekt?;Unternehmensanleihen gehören sowohl zur Eigenfinanzierung als auch zur Außenfinanzierung.;Rückstellungen gehören sowohl zur Fremdfinanzierung als auch zur Innenfinanzierung.;Einbehaltene Gewinne gehören sowohl zur Eigenfinanzierung als auch zur Innenfinanzierung.;Desinvestitionen gehören sowohl zur Fremdfinanzierung als auch zur Außenfinanzierung.;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;SC;1163;false;Welche der folgenden Aussagen sind korrekt?;Eine Erhöhung des Verschuldungsgrades führt zu einer höheren Eigenkapitalrendite, wenn die Gesamtkapitalrendite kleiner als der Fremdkapitalzins ist.;Eine Senkung des Verschuldungsgrades führt zu einer höheren Eigenkapitalrendite, wenn die Gesamtkapitalrendite kleiner als der Fremdkapitalzins ist.;Eine Erhöhung des Verschuldungsgrades führt zu einer höheren Eigenkapitalrendite, wenn die Gesamtkapitalrendite größer als der Fremdkapitalzins ist.;Eine Senkung des Verschuldungsgrades führt zu einer höheren Eigenkapitalrendite, wenn die Gesamtkapitalrendite größer als der Fremdkapitalzins ist.;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1164;false;Investition und Finanzierung;Eine Investition beginnt in der Regel mit einer;;während eine Finanzierung mit einer;;beginnt. Außerdem befasst sich die Investition mit der;;die Finanzierung hingegen mit der;;.;;;;;;;;;;;;;4;2;1;3;;;;;;;;;;;;;;;;Mittelherkunft;Einzahlung;Auszahlung;Mittelverwendung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1165;false;Industrieanleihe;Bei einer Industrieanleihe, auch;;genannt, erhält der Inhaber regelmäßig;;. Am Ende der Laufzeit erfolgt zusätzlich;;. Dabei beeinflusst;;des Emittenten sowohl den Zins als auch den Kurs der Industrieanleihe.;;;;;;;;;;;;;4;1;3;2;;;;;;;;;;;;;;;;die Bonität;Corporate Bond;die Tilgung;Zinsenzahlungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1166;false;Null-Kupon-Anleihen;Bei einer Null-Kupon-Anleihe, auch;;genannt, erhält der Inhaber keine Zinszahlungen;;sondern nur;;. Der Kurs einer Null-Kupon-Anleihe unterliegt dem;;.;;;;;;;;;;;;;3;1;2;4;;;;;;;;;;;;;;;;am Ende der Laufzeit;Zero Bond;während der Laufzeit;Zinsänderungsrisiko;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1167;false;Genusschein;Genussscheine gehören weder zum Eigen- noch zum Fremdkapital, sondern zum;;. Der Inhaber hat beispielsweise einen Anspruch auf Beteiligung am;;oder am Liquidationserlös. Gewöhnlich werden Genussscheine wie Fremdkapital behandelt, wodurch sich;;für den Emittenten ergeben.;;;;;;;;;;;;;;;1;3;2;;;;;;;;;;;;;;;;;Hybridkapital;Steuervorteile;Reingewinn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1168;false;Wandelschuldverschreibung;Eine Wandelschuldverschreibung, auch;;genannt, funktioniert im Wesentlichen wie eine;;. Der Inhaber hat jedoch zusätzlich ein;;, das heißt er darf die Schuldverschreibung in;;umtauschen.;;;;;;;;;;;;;3;1;4;2;;;;;;;;;;;;;;;;Wandlungsrecht;Convertible Bond;Aktien;Industrieanleihe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1169;false;Optionsschuldverschreibung;Ein Optionsschein beinhaltet das Recht, einen bestimmten;;zu einem festgelegten;;entweder zu kaufen;;oder zu verkaufen;;.;;;;;;;;;;;;;3;2;4;1;;;;;;;;;;;;;;;;Call;Basispreis;Put;Basiswert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1170;false;Leasing;Unter Leasing versteht man die entgeltliche;;eines Leasingobjekts. Ein Vorteil des Leasings besteht in der geringen;;: Während die;;(capex) sinken, steigen die;;(opex).;;;;;;;;;;;;;3;1;4;2;;;;;;;;;;;;;;;;Investitionsausgaben;Nutzungsüberlassung;Betriebsausgaben;Kapitalbindung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1171;false;Factoring;Unter Factoring versteht man einen;;. Dabei verkauft der;;seine Forderung an den;;und sendet dem;;eine Rechnung, der diese gegenüber dem Factor begleicht.;;;;;;;;;;;;;3;2;4;1;;;;;;;;;;;;;;;;Factor;Factoringkunde;Abnehmer;Forderungsankauf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TQ;1172;false;Crowd Funding;Unter Crowd Funding versteht man eine Form der;;durch mehrere Internetnutzer, daher auch;;genannt. Hierzu wird beispielsweise über eine spezielle;;zu einer;;aufgerufen;;;;;;;;;;;;;2;3;1;4;;;;;;;;;;;;;;;;Schwarmfinanzierung;Plattform;Finanzierung;Beteiligung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finanzierung;TL;1173;false;Ordne den englischen Begriff dem Deutschen zu.;stock;external financing;bond;equity financing;interest rate;financial planning;internal financing;warrant;yiel to maturity;debt financing;;;;;;;;;;;3;6;1;7;4;10;5;9;2;8;;;;;;;;;;;Anleihe;Rendite bis Fälligkeit;Aktie ;Zinssatz;Innenfinanzierung;Außenfinanzierung;Eigenfinanzierung;Fremdfinanzierung;Optionsschein;Finanzplanung;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;MC;1174;false;Wähle die Anforderungen an Unternehmen, die heutzutage entscheidend sind.;Schnelligkeit;Gute Dokumentation;Hohe Preise;Nutzung der Plankostenrechnung;Flexibilität;Produktorientierung;;;;;;;;;;;;;;;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1175;false;Der Schwerpunkt von Geschäftsprozessmanagement liegt in der technischen Umsetzung. Die Analyse und Optimierung dieser sind nicht von großer Bedeutung.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;DD;1176;false;Ordne die Ebenen der Prozessbetrachtung den verschiedenen Fokuspunkten zu. ;Modellierung;Analyse;Darstellung;Technische Umsetzung;Optimierung;;;;;;;;;;;;;;;;2;2;1;3;2;;;;;;;;;;;;;;;;Fokus: Dokumentation ;Fokus: Gestaltung;Fokus: Implementierung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;MC;1177;false;Wie ist ein Prozess definiert?;Ein Rahmenkonzept zur Gestaltung der betrieblichen Abläufe.;Ein Vergleich von Mitarbeitern.;Eine Abfolge von Transaktionen;Eine Abfolge von Aktivitäten und Zuständen;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1178;false;Im Geschäftsprozessmanagement gilt der Grundsatz: »Strategie vor Methodik vor Werkzeug«.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1179;false;Geschäftsprozessmanagement beinhaltet Ansätze wie Business Process Reengineering oder Continuous Improvement.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1180;false;Ist eine Prozesskostenanalyse eine Methode oder eine Kenngröße?;Methode;Kenngröße;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1181;false;Ein Workflow kann als Abfolge von Transaktionen zwischen Objekten angesehen werden.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;DD;1182;false;Handelt es sich um eine Methode oder eine Kenngröße? ;Ergebnisqualität;Prozessqualität;Prozessbenchmarking;Prozesskosten;Prozesskostenanalyse;Prozesszeitanalyse;Transportzeiten;;;;;;;;;;;;;;2;2;1;2;1;1;2;;;;;;;;;;;;;;Methoden;Kenngrößen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;TQ;1183;false;Geschäftsprozesse und Dokumente. Ziehe das richtige Wort in die Lücke.;Ein;;ist eine Einheit von Informationen, die in einem DV-System als Datei oder als Bestandteil einer Datei vorliegt. Ein; ;ist eine zielgerichtete, zeitlich-logische Abfolge von Aufgaben, die arbeitsteilig von mehreren Organisationen oder Organisationseinheiten unter Nutzung von  Informations- und Kommunikationstechnologien ausgeführt werden können.;;;;;;;;;;;;;;;; ;2; ;1;;;;;;;;;;;;;;;;;Geschäftsprozess;Dokument;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1184;false;Wie ist Compliance definiert? ;Eine Einheit von Informationen;Der Vergleich von Geschäftsprozessen;Die Einhaltung von Richtlinien und Gesetzen in einem Unternehmen;Die Systematische Aufzeichnung von Geschäftsvorfällen;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1185;false;Welches ist das Standardverfahren für (grundlegende) Rechere in DMS?;Direct Retrieval;Indirect Retrieval;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;MC;1186;false;Wähle die Zielstellungen des Workflow-Managements aus.;Versionierung;Kontrolle;Qualitätssicherung;Höhere Produktivität;;;;;;;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;SC;1187;false;Welche Arbeitsabläufe gibt es bei der Erfassung von Papierdokumenten?;Hochladen und herunterladen.;Frühes und spätes Scannen;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsprozessmanagement;TL;1188;false;Ordne den Begriffen jeweils ihre passende Übersetzung zu.;Storage Location;Business Process;Research;Key Figures;Process Reengineering;Automatic Processing;Workflow;Transactions;Optimization;Quality Assurance;;;;;;;;;;;4;1;2;3;10;9;8;6;7;5;;;;;;;;;;;Geschäftsprozess;Recherche;Kennzahlen;Ablageort;Qualitätssicherung;Transaktionen;Optimierung;Arbeitsablauf;Automatische Verarbeitung;Prozesserneuerung;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;MC;1189;false;Was kennzeichnet Investitionen?;Langfristigkeit;Kurzfristigkeit;Mehrere Kapitalgeber;Interdependenz;Keine Kapitalbindung;Hohe Kapitalbindung;;;;;;;;;;;;;;;1;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1190;false;Investitionsrechnungen orientieren sich immer an monetären Zielen.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1191;false;Wie ist eine Investition definiert?;Eine betriebliche Tätigkeit, die zu unterschiedlichen Zeitpunkten t Aus- und Einzahlungen verursacht, wobei dieser Vorgang immer mit einer Auszahlung beginnt;Mittel- bis langfristige Überlassung von Anlagengegenständen gegen Zahlung eines Nutzungsentgelts;Ein Wertpapier eigener Art;Zahlungsreihe, die in der Regel mit einer Einzahlung beginnt;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;DD;1192;false;Um welche Investitionsart handelt es sich? ;Erwerb von Wertpapieren;Kauf einer neuen Maschine;;Schulungen;Marketing Maßnahmen;;;;;;;;;;;;;;;;1;3;2;2;;;;;;;;;;;;;;;;;Spekulative Finanzinvestition;Immaterielle Sachinvestition;Materielle Sachinvestition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1193;false;Um welchen Investitionsanlass handelt es sich beim Ersatz von Arbeitskräften durch eine neue Maschine?;Ersatzinvestition-identischer Ersatz;Ersatzinvestition-Rationalisierungsinvestition;Erweiterungsinvestition;Einrichtungsinvestition;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;MC;1194;false;Welche Vorteile hat die Kostenvergleichsrechnung?;Einfache Anwendung;Sagt aus, ob die Investition rentabel ist;Berücksichtigt Qualitätsunterschiede;Anwendbar beiAlternativenvergleich;;;;;;;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1195;false;Bei der Kostenvergleichsrechnung sind die Kapitalkosten und Betriebskosten zu berücksichtigen.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
